concept_id
741831
741832
741833
741834
779478
779479
779480
779481
780248
780249
782680
782681
782682
782683
782684
782685
782686
782687
782688
782689
782690
782691
784290
784291
784292
784293
784294
784295
784296
784297
784298
784299
793109
793110
793111
793112
793113
793114
793115
793116
793143
793144
793145
793146
793147
793149
793150
793151
793152
793153
793154
994760
994761
994762
994763
994764
994765
994917
994918
994919
995313
995314
995315
1537020
1537021
1537023
1537024
1537025
1537026
1537027
1537028
1537029
1537030
1537031
1537032
1537033
1537034
1537035
1537036
1537037
1537038
1537039
1537040
1537041
1537042
1537043
1537596
1537597
1537598
1537599
1537600
1537601
1537602
1537603
1537604
1537605
1583722
1583727
1583728
1583729
1583730
1718596
1718597
1718598
1718599
1718601
1718602
1718603
1718604
1718605
1718606
1718703
1718704
1718705
1718706
1718708
1718709
1718710
1718711
1718712
1718713
1831670
1831671
1831672
1832042
1832043
1832313
1832351
1832352
1970909
1970910
1970911
1970912
1970913
1970914
1970915
1970916
1971547
1971548
1971549
1971550
1971551
1971552
1972662
1972663
1972664
1972665
1972666
1972667
1972668
1972669
1972670
1972671
1972784
1972785
1972786
1972787
1972788
1972789
1972900
1972966
1972984
1972985
1972986
2028910
2028911
2029055
2029056
2029057
2030060
2030061
2030062
2901603
2901604
2901605
2901606
2901607
2901608
2901609
2901613
2901614
2901615
2901616
2901617
2901618
2901619
2901691
2901692
2901693
2901694
2901695
2901696
2901697
2901698
2901699
2901700
2901701
2901702
2901703
2901704
2901705
2901706
2901707
2901708
2901709
2901710
2902024
2902025
2902026
2902027
2902028
2902029
2902225
2902226
2902227
2902228
2902229
2902230
2903932
2903933
2906405
2906406
2906407
2906408
2906409
2906410
2906411
2906412
2906441
2906442
2906443
2906444
2906625
2906626
2906627
2906628
2906629
2906630
2906631
2906632
2909333
2909334
2909335
2909336
2909337
2909338
2909339
2909340
2909341
2909342
2911250
2911251
2911252
2911253
2918412
2919062
2919063
2919064
2919065
2919066
2919067
2919068
2919069
2919070
2919071
2919072
2919073
2919074
2919075
2926575
2926576
2926577
2926579
2926580
2926581
2927669
2927670
2927671
2927672
2927673
2927674
2927675
2927676
2927677
2927678
2927679
2927680
2927681
2927682
2927683
2927684
2927685
2927686
2927687
2927688
2927689
2927690
2927691
2927692
2937977
2938037
2938038
2938137
2938138
19083253
19083254
19135404
19135405
21027240
21027241
21028842
21028843
21029637
21029638
21036255
21036594
21036596
21037025
21038665
21041604
21046456
21046457
21048468
21048469
21048470
21048471
21049318
21049370
21056224
21056741
21061182
21066500
21066501
21068155
21068156
21068157
21069050
21075648
21075991
21076494
21077979
21077980
21078825
21085348
21085714
21086140
21086223
21087724
21087725
21087726
21087727
21087728
21088503
21088504
21095151
21095937
21097518
21097519
21098380
21098381
21105003
21105004
21105334
21105336
21107378
21107379
21107380
21114821
21115586
21115587
21117127
21118000
21125207
21125208
21125304
21127718
21127719
21127720
21127764
21134325
21134680
21135110
21135191
21135192
21136743
21136744
21137586
21137643
21139712
21144237
21144238
21144239
21144564
21145008
21145084
21145085
21145086
21146597
21147416
21147417
21149564
21154179
21154942
21155024
21156568
21156569
21157455
21164776
21164856
21166315
21167145
21167204
21167205
21174087
21174504
21174505
21176095
21176096
21176937
21176994
21177831
21177911
21178105
21178177
35136109
35157409
35408233
35408695
35409202
35409947
35411551
35412102
35412890
35742089
35754218
35758342
35763336
35763337
35766701
35770692
35770960
35771788
35779304
35779328
35779329
35779330
35779390
35779391
35779569
35779570
35779601
35779633
35779634
35779706
35779765
35779766
35779767
35779768
35779769
35785048
35785049
35785059
35785073
35785074
35785086
35785088
35785089
35785090
35785091
35785097
35785110
35785118
35785119
35785132
35789600
35789601
35789602
35789603
35789604
35789605
35789606
35789607
35789608
35789609
35789610
35789611
35789612
35789613
35789614
35789615
35789616
35789617
35789618
35789619
35789620
35789621
35789622
35789623
35789624
35789625
35789626
35789627
35789628
35789629
35789630
35789631
35789632
35789633
35789634
35789635
35863044
35863045
35863046
35884583
35884584
35884585
35884586
35884587
35884588
35886130
35886131
35886132
35886133
35886134
35886135
35895336
35895337
35895338
35895339
